payment_id,order_id,seller_id,expected_payout,actual_payout,discrepancy_flag,discrepancy_amt,settlement_date,settlement_cycle,status,discrepancy_pct,discrepancy_severity,risk_score,severity_tier
PAY000078402,ORD000100359,S00072,6002.49,4063.37,1,1939.12,2023-12-13 08:54:00,W50,disputed,32.31,critical,0.2418,Critical (>30%)
PAY000017200,ORD000022047,S00053,422.03,270.35,1,151.68,2023-09-21 09:22:00,W38,disputed,35.94,critical,0.2417,Critical (>30%)
PAY000097291,ORD000124596,S00059,717.97,461.56,1,256.41,2023-09-26 08:38:00,W39,disputed,35.71,critical,0.2416,Critical (>30%)
PAY000073771,ORD000094405,S00084,1520.87,986.47,1,534.4,2023-07-12 00:25:00,W28,disputed,35.14,critical,0.2416,Critical (>30%)
PAY000020992,ORD000026875,S00038,881.59,567.94,1,313.65,2023-03-10 10:23:00,W10,disputed,35.58,critical,0.2415,Critical (>30%)
PAY000048497,ORD000062068,S00030,2903.29,1910.88,1,992.41,2024-04-17 19:55:00,W16,disputed,34.18,critical,0.2414,Critical (>30%)
PAY000110777,ORD000141817,S00186,629.41,404.39,1,225.02,2024-02-02 02:51:00,W5,disputed,35.75,critical,0.2414,Critical (>30%)
PAY000045915,ORD000058806,S00088,2722.88,1789.32,1,933.56,2023-07-30 08:55:00,W30,disputed,34.29,critical,0.2413,Critical (>30%)
PAY000068647,ORD000087819,S00329,1212.86,784.5,1,428.36,2023-10-08 02:20:00,W40,disputed,35.32,critical,0.2413,Critical (>30%)
PAY000102798,ORD000131577,S00275,776.65,500.93,1,275.72,2023-09-22 01:46:00,W38,disputed,35.5,critical,0.2405,Critical (>30%)
PAY000065922,ORD000084380,S00172,1151.71,746.0,1,405.71,2023-11-07 09:14:00,W45,disputed,35.23,critical,0.2404,Critical (>30%)
PAY000034310,ORD000043997,S00357,9213.46,6417.47,1,2795.99,2023-12-07 00:27:00,W49,disputed,30.35,critical,0.2403,Critical (>30%)
PAY000104014,ORD000133108,S00362,249.16,159.83,1,89.33,2024-05-15 09:35:00,W20,disputed,35.85,critical,0.2403,Critical (>30%)
PAY000061079,ORD000078154,S00472,5698.92,3858.63,1,1840.29,2023-06-15 21:27:00,W24,disputed,32.29,critical,0.2403,Critical (>30%)
PAY000021950,ORD000028109,S00446,389.08,249.96,1,139.12,2024-02-21 04:42:00,W8,disputed,35.76,critical,0.2403,Critical (>30%)
PAY000029932,ORD000038363,S00268,5245.02,3538.45,1,1706.57,2023-02-17 06:44:00,W7,disputed,32.54,critical,0.2402,Critical (>30%)
PAY000094730,ORD000121282,S00008,3368.17,2232.65,1,1135.52,2023-04-27 13:25:00,W17,disputed,33.71,critical,0.2402,Critical (>30%)
PAY000089729,ORD000114842,S00299,792.52,511.61,1,280.91,2024-02-03 10:26:00,W5,disputed,35.45,critical,0.2402,Critical (>30%)
PAY000000747,ORD000000950,S00032,216.75,139.05,1,77.7,2024-07-10 19:10:00,W28,disputed,35.85,critical,0.2401,Critical (>30%)
PAY000042591,ORD000054508,S00221,1048.15,678.74,1,369.41,2023-09-08 11:10:00,W36,disputed,35.24,critical,0.24,Critical (>30%)
PAY000061881,ORD000079183,S00455,1157.41,750.63,1,406.78,2023-09-19 19:42:00,W38,disputed,35.15,critical,0.2399,Critical (>30%)
PAY000112654,ORD000144195,S00357,637.77,411.21,1,226.56,2023-07-13 13:12:00,W28,disputed,35.52,critical,0.2399,Critical (>30%)
PAY000016458,ORD000021093,S00045,11976.46,8513.06,1,3463.4,2024-02-25 02:40:00,W8,disputed,28.92,critical,0.2399,High (15-30%)
PAY000084693,ORD000108423,S00152,1005.08,650.68,1,354.4,2023-12-17 06:15:00,W50,disputed,35.26,critical,0.2399,Critical (>30%)
PAY000093696,ORD000119937,S00177,1896.81,1239.94,1,656.87,2024-03-08 05:24:00,W10,disputed,34.63,critical,0.2398,Critical (>30%)
PAY000106301,ORD000136037,S00479,996.01,645.14,1,350.87,2023-01-31 07:46:00,W5,disputed,35.23,critical,0.2397,Critical (>30%)
PAY000042998,ORD000055021,S00220,579.63,373.69,1,205.94,2023-04-19 14:16:00,W16,disputed,35.53,critical,0.2397,Critical (>30%)
PAY000003839,ORD000004896,S00391,2049.91,1342.53,1,707.38,2024-02-18 07:32:00,W7,disputed,34.51,critical,0.2397,Critical (>30%)
PAY000027633,ORD000035418,S00438,1243.18,807.63,1,435.55,2024-07-01 21:10:00,W27,disputed,35.04,critical,0.2396,Critical (>30%)
PAY000042933,ORD000054934,S00388,99.07,63.54,1,35.53,2023-07-07 16:05:00,W27,disputed,35.86,critical,0.2396,Critical (>30%)
PAY000072007,ORD000092142,S00450,481.06,309.88,1,171.18,2023-02-27 18:10:00,W9,disputed,35.58,critical,0.2396,Critical (>30%)
PAY000024501,ORD000031372,S00498,1255.32,815.66,1,439.66,2024-02-10 07:07:00,W6,disputed,35.02,critical,0.2395,Critical (>30%)
PAY000029363,ORD000037627,S00085,1269.85,825.4,1,444.45,2024-05-08 15:55:00,W19,disputed,35.0,critical,0.2394,Critical (>30%)
PAY000025390,ORD000032542,S00351,330.81,212.99,1,117.82,2023-03-25 20:47:00,W12,disputed,35.62,critical,0.2391,Critical (>30%)
PAY000093793,ORD000120058,S00492,2229.85,1465.4,1,764.45,2023-05-26 08:15:00,W21,disputed,34.28,critical,0.239,Critical (>30%)
PAY000070807,ORD000090570,S00399,199.39,128.22,1,71.17,2023-10-14 06:21:00,W41,disputed,35.69,critical,0.2389,Critical (>30%)
PAY000097105,ORD000124362,S00495,5732.45,3894.0,1,1838.45,2023-12-03 05:22:00,W48,disputed,32.07,critical,0.2388,Critical (>30%)
PAY000097678,ORD000125091,S00456,1064.7,691.55,1,373.15,2023-08-01 16:49:00,W31,disputed,35.05,critical,0.2388,Critical (>30%)
PAY000023676,ORD000030327,S00439,740.87,479.55,1,261.32,2023-03-13 22:51:00,W11,disputed,35.27,critical,0.2387,Critical (>30%)
PAY000076601,ORD000098039,S00476,3076.13,2039.81,1,1036.32,2023-05-19 09:46:00,W20,disputed,33.69,critical,0.2387,Critical (>30%)
PAY000023880,ORD000030585,S00382,437.35,282.12,1,155.23,2023-06-01 11:31:00,W22,disputed,35.49,critical,0.2387,Critical (>30%)
PAY000095384,ORD000122094,S00148,1757.45,1150.22,1,607.23,2023-03-23 14:22:00,W12,disputed,34.55,critical,0.2386,Critical (>30%)
PAY000088145,ORD000112822,S00119,631.6,408.53,1,223.07,2024-04-04 13:48:00,W14,disputed,35.32,critical,0.2385,Critical (>30%)
PAY000051427,ORD000065850,S00030,1037.56,674.25,1,363.31,2024-06-23 13:32:00,W25,disputed,35.02,critical,0.2384,Critical (>30%)
PAY000113620,ORD000145433,S00485,444.62,287.07,1,157.55,2023-09-11 07:53:00,W37,disputed,35.43,critical,0.2384,Critical (>30%)
PAY000068474,ORD000087583,S00143,1219.86,794.99,1,424.87,2023-04-27 09:54:00,W17,disputed,34.83,critical,0.238,Critical (>30%)
PAY000034387,ORD000044094,S00497,1475.51,964.37,1,511.14,2024-06-28 11:59:00,W26,disputed,34.64,critical,0.2379,Critical (>30%)
PAY000020984,ORD000026865,S00454,257.43,166.05,1,91.38,2023-06-26 22:53:00,W26,disputed,35.5,critical,0.2379,Critical (>30%)
PAY000035552,ORD000045567,S00448,4719.64,3183.58,1,1536.06,2024-07-01 02:28:00,W27,disputed,32.55,critical,0.2379,Critical (>30%)
PAY000098045,ORD000125553,S00057,4499.1,3031.26,1,1467.84,2023-08-11 19:55:00,W32,disputed,32.63,critical,0.2375,Critical (>30%)
PAY000037286,ORD000047809,S00270,3631.67,2427.23,1,1204.44,2023-11-30 19:54:00,W48,disputed,33.16,critical,0.2375,Critical (>30%)
PAY000038923,ORD000049885,S00146,3239.89,2157.83,1,1082.06,2024-06-24 02:40:00,W26,disputed,33.4,critical,0.2374,Critical (>30%)
PAY000098682,ORD000126387,S00127,13140.61,9449.15,1,3691.46,2023-05-14 17:03:00,W19,disputed,28.09,critical,0.2374,High (15-30%)
PAY000107058,ORD000137014,S00330,3820.28,2558.7,1,1261.58,2023-07-07 01:09:00,W27,disputed,33.02,critical,0.2373,Critical (>30%)
PAY000002873,ORD000003649,S00061,1336.91,873.99,1,462.92,2024-03-04 08:37:00,W10,disputed,34.63,critical,0.2372,Critical (>30%)
PAY000051658,ORD000066145,S00166,259.07,167.4,1,91.67,2023-10-29 09:53:00,W43,disputed,35.38,critical,0.2372,Critical (>30%)
PAY000107590,ORD000137696,S00269,3465.87,2314.37,1,1151.5,2023-10-23 07:22:00,W43,disputed,33.22,critical,0.2371,Critical (>30%)
PAY000060008,ORD000076792,S00311,357.66,231.47,1,126.19,2024-02-22 22:15:00,W8,disputed,35.28,critical,0.237,Critical (>30%)
PAY000070441,ORD000090080,S00207,2203.53,1453.97,1,749.56,2023-10-23 07:28:00,W43,disputed,34.02,critical,0.237,Critical (>30%)
PAY000115478,ORD000147837,S00034,2254.09,1488.29,1,765.8,2023-09-13 16:52:00,W37,disputed,33.97,critical,0.2369,Critical (>30%)
PAY000024292,ORD000031105,S00451,12169.86,8706.71,1,3463.15,2023-04-01 10:53:00,W13,disputed,28.46,critical,0.2368,High (15-30%)
PAY000091092,ORD000116569,S00264,3031.97,2019.09,1,1012.88,2023-01-15 01:34:00,W2,disputed,33.41,critical,0.2365,Critical (>30%)
PAY000050405,ORD000064546,S00378,594.84,386.39,1,208.45,2024-06-01 12:56:00,W22,disputed,35.04,critical,0.2365,Critical (>30%)
PAY000072627,ORD000092945,S00308,13662.02,9871.99,1,3790.03,2023-07-01 04:50:00,W26,disputed,27.74,critical,0.2364,High (15-30%)
PAY000021188,ORD000027118,S00200,163.81,105.98,1,57.83,2023-10-23 03:15:00,W43,disputed,35.3,critical,0.2362,Critical (>30%)
PAY000103302,ORD000132220,S00473,1532.62,1006.2,1,526.42,2023-11-09 17:29:00,W45,disputed,34.35,critical,0.2362,Critical (>30%)
PAY000108255,ORD000138563,S00098,533.58,346.59,1,186.99,2023-02-09 02:49:00,W6,disputed,35.04,critical,0.2362,Critical (>30%)
PAY000066893,ORD000085612,S00097,2103.88,1389.3,1,714.58,2023-05-09 18:00:00,W19,disputed,33.96,critical,0.2361,Critical (>30%)
PAY000050900,ORD000065182,S00087,691.22,449.85,1,241.37,2023-04-09 17:58:00,W14,disputed,34.92,critical,0.2361,Critical (>30%)
PAY000008801,ORD000011279,S00056,4409.96,2977.36,1,1432.6,2023-07-01 23:46:00,W26,disputed,32.49,critical,0.2361,Critical (>30%)
PAY000011481,ORD000014691,S00151,1388.34,910.47,1,477.87,2023-05-09 23:34:00,W19,disputed,34.42,critical,0.236,Critical (>30%)
PAY000027413,ORD000035128,S00363,2203.3,1457.04,1,746.26,2024-04-20 06:09:00,W16,disputed,33.87,critical,0.236,Critical (>30%)
PAY000101735,ORD000130222,S00037,135.51,87.68,1,47.83,2024-06-14 11:39:00,W24,disputed,35.3,critical,0.236,Critical (>30%)
PAY000097941,ORD000125415,S00068,698.12,454.62,1,243.5,2024-05-28 11:32:00,W22,disputed,34.88,critical,0.2359,Critical (>30%)
PAY000094310,ORD000120741,S00174,1140.84,746.49,1,394.35,2024-06-30 23:17:00,W26,disputed,34.57,critical,0.2359,Critical (>30%)
PAY000022877,ORD000029278,S00092,548.65,356.66,1,191.99,2023-10-26 02:05:00,W43,disputed,34.99,critical,0.2359,Critical (>30%)
PAY000086130,ORD000110260,S00430,20178.66,15122.64,1,5056.02,2023-06-10 18:08:00,W23,disputed,25.06,critical,0.2358,High (15-30%)
PAY000008059,ORD000010323,S00012,670.48,436.62,1,233.86,2023-07-20 21:24:00,W29,disputed,34.88,critical,0.2357,Critical (>30%)
PAY000040609,ORD000052017,S00327,432.18,280.79,1,151.39,2023-10-17 18:21:00,W42,disputed,35.03,critical,0.2356,Critical (>30%)
PAY000014338,ORD000018380,S00287,554.11,360.52,1,193.59,2023-03-14 14:32:00,W11,disputed,34.94,critical,0.2356,Critical (>30%)
PAY000095909,ORD000122800,S00187,1218.07,798.07,1,420.0,2024-04-20 17:58:00,W16,disputed,34.48,critical,0.2356,Critical (>30%)
PAY000004856,ORD000006190,S00236,2110.17,1395.41,1,714.76,2023-11-08 05:27:00,W45,disputed,33.87,critical,0.2355,Critical (>30%)
PAY000087458,ORD000111941,S00103,4944.4,3358.28,1,1586.12,2023-03-26 23:18:00,W12,disputed,32.08,critical,0.2354,Critical (>30%)
PAY000036518,ORD000046804,S00184,354.33,230.22,1,124.11,2024-02-17 21:49:00,W7,disputed,35.03,critical,0.2353,Critical (>30%)
PAY000019846,ORD000025408,S00202,3113.78,2080.29,1,1033.49,2023-11-19 08:40:00,W46,disputed,33.19,critical,0.2353,Critical (>30%)
PAY000075261,ORD000096301,S00019,481.75,313.42,1,168.33,2023-08-22 18:27:00,W34,disputed,34.94,critical,0.2353,Critical (>30%)
PAY000039100,ORD000050109,S00217,1344.33,882.78,1,461.55,2024-04-01 03:20:00,W14,disputed,34.33,critical,0.2352,Critical (>30%)
PAY000061045,ORD000078107,S00055,5690.65,3894.32,1,1796.33,2024-04-05 09:09:00,W14,disputed,31.57,critical,0.2349,Critical (>30%)
PAY000045249,ORD000057926,S00146,377.24,245.47,1,131.77,2024-05-12 14:46:00,W19,disputed,34.93,critical,0.2347,Critical (>30%)
PAY000051593,ORD000066056,S00343,1157.43,759.62,1,397.81,2024-03-31 09:52:00,W13,disputed,34.37,critical,0.2346,Critical (>30%)
PAY000107528,ORD000137614,S00447,2409.17,1601.7,1,807.47,2023-05-31 12:34:00,W22,disputed,33.52,critical,0.2345,Critical (>30%)
PAY000056674,ORD000072524,S00212,6336.51,4362.52,1,1973.99,2024-07-17 07:52:00,W29,disputed,31.15,critical,0.2345,Critical (>30%)
PAY000107766,ORD000137930,S00259,544.95,355.51,1,189.44,2023-03-08 07:09:00,W10,disputed,34.76,critical,0.2343,Critical (>30%)
PAY000091865,ORD000117585,S00143,455.32,296.83,1,158.49,2023-10-31 03:08:00,W44,disputed,34.81,critical,0.2343,Critical (>30%)
PAY000036820,ORD000047210,S00035,1245.12,818.51,1,426.61,2024-03-28 11:34:00,W13,disputed,34.26,critical,0.2342,Critical (>30%)
PAY000076572,ORD000098000,S00126,4123.86,2789.35,1,1334.51,2023-07-07 01:23:00,W27,disputed,32.36,critical,0.2339,Critical (>30%)
PAY000061185,ORD000078295,S00377,1743.76,1153.51,1,590.25,2023-05-11 09:28:00,W19,disputed,33.85,critical,0.2337,Critical (>30%)
PAY000103537,ORD000132516,S00446,3001.87,2010.32,1,991.55,2023-04-06 13:36:00,W14,disputed,33.03,critical,0.2337,Critical (>30%)
PAY000112279,ORD000143717,S00203,1124.4,739.38,1,385.02,2023-06-10 23:02:00,W23,disputed,34.24,critical,0.2335,Critical (>30%)
PAY000012004,ORD000015374,S00109,955.25,627.43,1,327.82,2023-11-22 20:59:00,W47,disputed,34.32,critical,0.2333,Critical (>30%)
PAY000093241,ORD000119344,S00345,4932.27,3364.63,1,1567.64,2023-06-13 09:14:00,W24,disputed,31.78,critical,0.2332,Critical (>30%)
PAY000056244,ORD000071965,S00144,269.7,175.88,1,93.82,2023-02-02 22:55:00,W5,disputed,34.79,critical,0.2332,Critical (>30%)
PAY000067669,ORD000086587,S00364,2737.91,1831.05,1,906.86,2024-06-14 06:41:00,W24,disputed,33.12,critical,0.2332,Critical (>30%)
PAY000032206,ORD000041286,S00090,6389.74,4413.53,1,1976.21,2024-03-31 13:03:00,W13,disputed,30.93,critical,0.2331,Critical (>30%)
PAY000109960,ORD000140759,S00079,3363.51,2262.88,1,1100.63,2023-02-16 22:16:00,W7,disputed,32.72,critical,0.2331,Critical (>30%)
PAY000067975,ORD000086969,S00305,474.49,310.41,1,164.08,2023-10-07 17:31:00,W40,disputed,34.58,critical,0.2328,Critical (>30%)
PAY000019223,ORD000024614,S00193,2299.54,1533.09,1,766.45,2023-08-15 02:50:00,W33,disputed,33.33,critical,0.2326,Critical (>30%)
PAY000091680,ORD000117347,S00281,15152.19,11113.43,1,4038.76,2024-01-13 03:02:00,W2,disputed,26.65,critical,0.2326,High (15-30%)
PAY000040447,ORD000051815,S00224,1084.67,714.56,1,370.11,2024-06-21 14:33:00,W25,disputed,34.12,critical,0.2325,Critical (>30%)
PAY000010554,ORD000013505,S00137,8216.22,5762.08,1,2454.14,2023-07-23 20:14:00,W29,disputed,29.87,critical,0.2325,High (15-30%)
PAY000081590,ORD000104461,S00345,4293.49,2916.92,1,1376.57,2024-04-07 10:44:00,W14,disputed,32.06,critical,0.2325,Critical (>30%)
PAY000035025,ORD000044893,S00094,5666.14,3896.24,1,1769.9,2024-02-17 06:47:00,W7,disputed,31.24,critical,0.2323,Critical (>30%)
PAY000021682,ORD000027770,S00240,1263.47,834.37,1,429.1,2024-04-02 18:10:00,W14,disputed,33.96,critical,0.2323,Critical (>30%)
PAY000052506,ORD000067203,S00443,1589.26,1053.23,1,536.03,2024-06-23 20:49:00,W25,disputed,33.73,critical,0.2322,Critical (>30%)
PAY000033145,ORD000042502,S00187,681.25,447.21,1,234.04,2024-04-07 22:22:00,W14,disputed,34.35,critical,0.2322,Critical (>30%)
PAY000104249,ORD000133409,S00462,168.24,109.86,1,58.38,2024-02-12 15:44:00,W7,disputed,34.7,critical,0.2322,Critical (>30%)
PAY000029204,ORD000037419,S00203,1025.92,676.05,1,349.87,2024-07-13 12:13:00,W28,disputed,34.1,critical,0.2321,Critical (>30%)
PAY000107807,ORD000137981,S00171,2833.63,1902.16,1,931.47,2023-11-29 04:41:00,W48,disputed,32.87,critical,0.2318,Critical (>30%)
PAY000014865,ORD000019051,S00408,130.98,85.58,1,45.4,2023-06-08 21:16:00,W23,disputed,34.66,critical,0.2317,Critical (>30%)
PAY000046658,ORD000059765,S00043,16436.01,12156.97,1,4279.04,2023-07-17 15:07:00,W29,disputed,26.03,critical,0.2317,High (15-30%)
PAY000096750,ORD000123879,S00156,8959.26,6327.25,1,2632.01,2024-04-07 09:11:00,W14,disputed,29.38,critical,0.2317,High (15-30%)
PAY000116194,ORD000148743,S00161,346.55,227.02,1,119.53,2024-04-03 00:37:00,W14,disputed,34.49,critical,0.2316,Critical (>30%)
PAY000091887,ORD000117610,S00172,2239.29,1495.48,1,743.81,2023-10-21 22:18:00,W42,disputed,33.22,critical,0.2316,Critical (>30%)
PAY000014478,ORD000018568,S00239,1022.02,674.57,1,347.45,2023-03-16 06:31:00,W11,disputed,34.0,critical,0.2314,Critical (>30%)
PAY000053270,ORD000068182,S00466,545.06,357.98,1,187.08,2023-03-21 03:59:00,W12,disputed,34.32,critical,0.2314,Critical (>30%)
PAY000104007,ORD000133100,S00136,241.72,158.22,1,83.5,2024-03-26 02:19:00,W13,disputed,34.54,critical,0.2314,Critical (>30%)
PAY000086414,ORD000110617,S00028,2975.45,2002.31,1,973.14,2024-02-11 02:20:00,W6,disputed,32.71,critical,0.2313,Critical (>30%)
PAY000114782,ORD000146937,S00063,186.62,122.15,1,64.47,2023-01-28 11:30:00,W4,disputed,34.55,critical,0.2312,Critical (>30%)
PAY000108398,ORD000138733,S00462,2122.45,1417.35,1,705.1,2024-05-11 22:32:00,W19,disputed,33.22,critical,0.2311,Critical (>30%)
PAY000090445,ORD000115743,S00108,1147.7,759.03,1,388.67,2023-02-24 06:23:00,W8,disputed,33.87,critical,0.2311,Critical (>30%)
PAY000100084,ORD000128134,S00219,2619.3,1757.78,1,861.52,2023-11-02 23:56:00,W44,disputed,32.89,critical,0.231,Critical (>30%)
PAY000108629,ORD000139034,S00239,3943.21,2679.75,1,1263.46,2024-02-09 05:26:00,W6,disputed,32.04,critical,0.2308,Critical (>30%)
PAY000050286,ORD000064382,S00011,4960.59,3401.99,1,1558.6,2023-01-25 00:29:00,W4,disputed,31.42,critical,0.2307,Critical (>30%)
PAY000091677,ORD000117343,S00027,8636.38,6096.49,1,2539.89,2024-05-17 01:03:00,W20,disputed,29.41,critical,0.2306,High (15-30%)
PAY000040388,ORD000051740,S00370,1127.76,746.7,1,381.06,2024-07-05 11:53:00,W27,disputed,33.79,critical,0.2305,Critical (>30%)
PAY000076231,ORD000097566,S00460,3448.95,2335.34,1,1113.61,2023-03-31 07:09:00,W13,disputed,32.29,critical,0.2304,Critical (>30%)
PAY000002482,ORD000003162,S00280,497.33,327.25,1,170.08,2024-06-06 23:18:00,W23,disputed,34.2,critical,0.2303,Critical (>30%)
PAY000114827,ORD000147008,S00311,1354.54,899.48,1,455.06,2023-09-03 12:09:00,W35,disputed,33.6,critical,0.2302,Critical (>30%)
PAY000100009,ORD000128041,S00471,380.14,249.96,1,130.18,2023-04-15 11:46:00,W15,disputed,34.25,critical,0.2301,Critical (>30%)
PAY000008032,ORD000010293,S00311,562.83,370.78,1,192.05,2023-04-04 10:28:00,W14,disputed,34.12,critical,0.2301,Critical (>30%)
PAY000089916,ORD000115072,S00406,701.79,462.99,1,238.8,2023-02-23 09:16:00,W8,disputed,34.03,critical,0.2301,Critical (>30%)
PAY000039667,ORD000050846,S00142,4836.47,3317.47,1,1519.0,2024-07-02 17:25:00,W27,disputed,31.41,critical,0.2301,Critical (>30%)
PAY000047761,ORD000061122,S00384,2243.8,1503.49,1,740.31,2023-05-28 11:20:00,W21,disputed,32.99,critical,0.23,Critical (>30%)
PAY000115133,ORD000147393,S00467,623.01,410.91,1,212.1,2023-11-18 02:03:00,W46,disputed,34.04,critical,0.2299,Critical (>30%)
PAY000055935,ORD000071582,S00257,1644.99,1096.86,1,548.13,2023-04-14 04:33:00,W15,disputed,33.32,critical,0.2296,Critical (>30%)
PAY000009761,ORD000012523,S00274,22498.78,17186.35,1,5312.43,2024-05-23 04:43:00,W21,disputed,23.61,critical,0.2296,High (15-30%)
PAY000089312,ORD000114325,S00386,2818.19,1900.98,1,917.21,2023-10-30 06:32:00,W44,disputed,32.55,critical,0.2295,Critical (>30%)
PAY000075892,ORD000097128,S00033,3594.82,2442.75,1,1152.07,2023-09-10 05:00:00,W36,disputed,32.05,critical,0.2294,Critical (>30%)
PAY000029334,ORD000037583,S00338,658.61,435.03,1,223.58,2023-03-31 05:15:00,W13,disputed,33.95,critical,0.2294,Critical (>30%)
PAY000103534,ORD000132512,S00412,4402.39,3012.9,1,1389.49,2023-08-06 23:29:00,W31,disputed,31.56,critical,0.2293,Critical (>30%)
PAY000013658,ORD000017494,S00112,184.75,121.46,1,63.29,2023-10-16 08:50:00,W42,disputed,34.26,critical,0.2293,Critical (>30%)
PAY000078893,ORD000101008,S00300,1456.14,969.76,1,486.38,2024-05-05 22:49:00,W18,disputed,33.4,critical,0.2293,Critical (>30%)
PAY000110324,ORD000141229,S00461,3029.73,2049.38,1,980.35,2024-04-13 03:35:00,W15,disputed,32.36,critical,0.2291,Critical (>30%)
PAY000102595,ORD000131309,S00367,1103.7,733.1,1,370.6,2023-04-12 04:14:00,W15,disputed,33.58,critical,0.2289,Critical (>30%)
PAY000008724,ORD000011168,S00430,1423.36,948.46,1,474.9,2024-05-04 09:21:00,W18,disputed,33.36,critical,0.2289,Critical (>30%)
PAY000113335,ORD000145070,S00102,3160.72,2141.59,1,1019.13,2024-06-27 09:12:00,W26,disputed,32.24,critical,0.2288,Critical (>30%)
PAY000036257,ORD000046464,S00496,461.07,304.38,1,156.69,2024-03-03 02:19:00,W9,disputed,33.98,critical,0.2287,Critical (>30%)
PAY000052507,ORD000067205,S00347,6354.22,4425.41,1,1928.81,2024-03-04 06:12:00,W10,disputed,30.35,critical,0.2286,Critical (>30%)
PAY000070522,ORD000090184,S00013,595.4,393.69,1,201.71,2023-04-22 23:03:00,W16,disputed,33.88,critical,0.2286,Critical (>30%)
PAY000029054,ORD000037228,S00111,553.85,366.08,1,187.77,2023-10-31 10:08:00,W44,disputed,33.9,critical,0.2286,Critical (>30%)
PAY000066556,ORD000085167,S00154,673.03,445.41,1,227.62,2023-07-10 08:56:00,W28,disputed,33.82,critical,0.2286,Critical (>30%)
PAY000032031,ORD000041053,S00275,4666.74,3207.08,1,1459.66,2024-05-29 13:59:00,W22,disputed,31.28,critical,0.2284,Critical (>30%)
PAY000108433,ORD000138774,S00344,1661.84,1111.3,1,550.54,2023-11-23 18:02:00,W47,disputed,33.13,critical,0.2284,Critical (>30%)
PAY000027645,ORD000035434,S00043,869.84,577.08,1,292.76,2024-03-08 04:44:00,W10,disputed,33.66,critical,0.2284,Critical (>30%)
PAY000089394,ORD000114430,S00180,1195.45,795.91,1,399.54,2024-04-21 03:07:00,W16,disputed,33.42,critical,0.2283,Critical (>30%)
PAY000006666,ORD000008549,S00079,393.1,259.62,1,133.48,2023-06-01 00:52:00,W22,disputed,33.96,critical,0.2283,Critical (>30%)
PAY000038758,ORD000049673,S00405,1872.0,1254.57,1,617.43,2024-06-13 00:16:00,W24,disputed,32.98,critical,0.2283,Critical (>30%)
PAY000024749,ORD000031689,S00096,3997.67,2732.62,1,1265.05,2024-03-29 22:49:00,W13,disputed,31.64,critical,0.2282,Critical (>30%)
PAY000053996,ORD000069107,S00382,287.28,189.52,1,97.76,2024-04-11 05:01:00,W15,disputed,34.03,critical,0.2282,Critical (>30%)
PAY000093171,ORD000119253,S00243,3074.89,2084.32,1,990.57,2023-12-09 16:58:00,W49,disputed,32.21,critical,0.2282,Critical (>30%)
PAY000074321,ORD000095114,S00064,1927.06,1292.78,1,634.28,2023-06-19 19:52:00,W25,disputed,32.91,critical,0.2281,Critical (>30%)
PAY000009632,ORD000012362,S00396,2038.71,1369.65,1,669.06,2023-11-24 03:48:00,W47,disputed,32.82,critical,0.2279,Critical (>30%)
PAY000066439,ORD000085022,S00422,2790.98,1888.55,1,902.43,2023-11-17 13:24:00,W46,disputed,32.33,critical,0.2278,Critical (>30%)
PAY000037748,ORD000048384,S00273,329.02,217.37,1,111.65,2023-10-04 20:53:00,W40,disputed,33.93,critical,0.2278,Critical (>30%)
PAY000074021,ORD000094723,S00365,3753.86,2563.05,1,1190.81,2023-08-18 15:17:00,W33,disputed,31.72,critical,0.2277,Critical (>30%)
PAY000073955,ORD000094640,S00445,2010.01,1350.58,1,659.43,2024-02-13 22:39:00,W7,disputed,32.81,critical,0.2277,Critical (>30%)
PAY000032545,ORD000041721,S00193,515.78,341.46,1,174.32,2023-08-01 20:36:00,W31,disputed,33.8,critical,0.2277,Critical (>30%)
PAY000106585,ORD000136412,S00410,619.01,410.48,1,208.53,2023-09-28 08:24:00,W39,disputed,33.69,critical,0.2275,Critical (>30%)
PAY000075834,ORD000097048,S00315,1193.25,795.98,1,397.27,2024-01-29 09:37:00,W5,disputed,33.29,critical,0.2274,Critical (>30%)
PAY000100482,ORD000128637,S00079,9771.81,6993.91,1,2777.9,2023-08-24 06:58:00,W34,disputed,28.43,critical,0.2273,High (15-30%)
PAY000042148,ORD000053961,S00116,2178.4,1467.87,1,710.53,2024-03-08 12:20:00,W10,disputed,32.62,critical,0.2272,Critical (>30%)
PAY000045261,ORD000057944,S00092,844.32,561.44,1,282.88,2024-02-21 06:26:00,W8,disputed,33.5,critical,0.2272,Critical (>30%)
PAY000092248,ORD000118073,S00057,131.24,86.68,1,44.56,2023-09-12 05:13:00,W37,disputed,33.95,critical,0.227,Critical (>30%)
PAY000096229,ORD000123206,S00473,1830.01,1229.72,1,600.29,2023-05-28 04:32:00,W21,disputed,32.8,critical,0.2269,Critical (>30%)
PAY000043187,ORD000055275,S00372,1912.61,1285.99,1,626.62,2024-04-19 08:28:00,W16,disputed,32.76,critical,0.2269,Critical (>30%)
PAY000013657,ORD000017493,S00363,8186.59,5804.51,1,2382.08,2024-01-14 07:02:00,W2,disputed,29.1,critical,0.2264,High (15-30%)
PAY000093912,ORD000120207,S00111,3631.51,2483.45,1,1148.06,2023-05-09 23:29:00,W19,disputed,31.61,critical,0.2264,Critical (>30%)
